id,area_kmsq,landsat:scene_id,platform,datetime,eo:cloud_cover,annotated_sites
LC08_L2SP_219076_20170320_20200904_02_T1_SR,36680.38874,LC82190762017079LGN00,LANDSAT_8,2017-03-20T13:04:01.259717Z,34.46,
LC08_L1TP_018036_20170320_20200904_02_T1,1576.045641,LC80180362017079LGN00,LANDSAT_8,2017-03-20T16:05:50.877682Z,15.66,
LC08_L2SP_018036_20170320_20200904_02_T1_SR,36516.37592,LC80180362017079LGN00,LANDSAT_8,2017-03-20T16:05:50.877682Z,15.66,
LC08_L1TP_018037_20170320_20200904_02_T1,741.8187795,LC80180372017079LGN00,LANDSAT_8,2017-03-20T16:06:14.764483Z,10.23,
LC08_L2SP_018037_20170320_20200904_02_T1_SR,36521.92136,LC80180372017079LGN00,LANDSAT_8,2017-03-20T16:06:14.764483Z,10.23,
LC08_L1TP_114034_20170321_20200904_02_T1,12310.23988,LC81140342017080LGN00,LANDSAT_8,2017-03-21T01:58:21.068282Z,94.51,
LC08_L2SP_114034_20170321_20200904_02_T1_SR,36538.84729,LC81140342017080LGN00,LANDSAT_8,2017-03-21T01:58:21.068282Z,94.51,
LC08_L1TP_194027_20170321_20200904_02_T1,9253.409824,LC81940272017080LGN00,LANDSAT_8,2017-03-21T10:09:58.921903Z,63.84,
LC08_L2SP_194027_20170321_20200904_02_T1_SR,36549.91683,LC81940272017080LGN00,LANDSAT_8,2017-03-21T10:09:58.921903Z,63.84,
LC08_L1TP_041036_20170321_20200904_02_T1,4041.501499,LC80410362017080LGN00,LANDSAT_8,2017-03-21T18:27:58.989767Z,85.95,
LC08_L2SP_041036_20170321_20200904_02_T1_SR,36517.91582,LC80410362017080LGN00,LANDSAT_8,2017-03-21T18:27:58.989767Z,85.95,
LC08_L1GT_041037_20170321_20200904_02_T2,2514.594496,LC80410372017080LGN00,LANDSAT_8,2017-03-21T18:28:22.885041Z,2.09,
LC08_L2SP_041037_20170321_20200904_02_T2_SR,36522.89687,LC80410372017080LGN00,LANDSAT_8,2017-03-21T18:28:22.885041Z,2.09,
LC08_L1TP_073090_20170321_20200904_02_T1,1269.155745,LC80730902017080LGN00,LANDSAT_8,2017-03-21T22:07:16.652725Z,86.61,
LC08_L2SP_073090_20170321_20200904_02_T1_SR,36959.24458,LC80730902017080LGN00,LANDSAT_8,2017-03-21T22:07:16.652725Z,86.61,
LC08_L1GT_073091_20170321_20200904_02_T2,819.02,LC80730912017080LGN00,LANDSAT_8,2017-03-21T22:07:40.611539Z,99.46,
LC08_L2SP_073091_20170321_20200904_02_T2_SR,37002.18289,LC80730912017080LGN00,LANDSAT_8,2017-03-21T22:07:40.611539Z,99.46,
LC08_L1TP_217076_20170322_20200904_02_T1,7909.902203,LC82170762017081LGN00,LANDSAT_8,2017-03-22T12:51:38.215881Z,53.25,
LC08_L2SP_217076_20170322_20200904_02_T1_SR,36694.66903,LC82170762017081LGN00,LANDSAT_8,2017-03-22T12:51:38.215881Z,53.25,
LC08_L1TP_016039_20170322_20200904_02_T1,1887.187716,LC80160392017081LGN01,LANDSAT_8,2017-03-22T15:54:39.464602Z,4.03,"US_R001_0038, US_R001_0039, US_R003_0001, US_R003_0004, US_R003_0008, US_R003_0013, US_R003_0028, US_R003_0030, US_R003_0056, US_R003_0057, US_R003_0076"
LC08_L2SP_016039_20170322_20200904_02_T1_SR,36518.54737,LC80160392017081LGN01,LANDSAT_8,2017-03-22T15:54:39.464602Z,4.03,
LC08_L1TP_160042_20170323_20200904_02_T1,1839.738625,LC81600422017082LGN00,LANDSAT_8,2017-03-23T06:45:48.149712Z,57.93,
LC08_L2SP_160042_20170323_20200904_02_T1_SR,36496.04743,LC81600422017082LGN00,LANDSAT_8,2017-03-23T06:45:48.149712Z,57.93,
LC08_L1TP_160043_20170323_20200904_02_T1,5798.895091,LC81600432017082LGN00,LANDSAT_8,2017-03-23T06:46:12.040750Z,32.83,
LC08_L2SP_160043_20170323_20200904_02_T1_SR,36486.61,LC81600432017082LGN00,LANDSAT_8,2017-03-23T06:46:12.040750Z,32.83,
LC08_L1TP_003072_20170327_20200904_02_T1,1549.893574,LC80030722017086LGN00,LANDSAT_8,2017-03-27T14:47:25.870836Z,4.68,"PE_R001_0011, PE_R001_0012, PE_R001_0018, PE_R001_0021, PE_R001_0022, PE_R001_0026, PE_R001_0028, PE_R001_0032, PE_Rxxx_0016"
LC08_L2SP_003072_20170327_20200904_02_T1_SR,36565.73,LC80030722017086LGN00,LANDSAT_8,2017-03-27T14:47:25.870836Z,4.68,
LC08_L1TP_019036_20170327_20200904_02_T1,2289.88338,LC80190362017086LGN00,LANDSAT_8,2017-03-27T16:11:58.272837Z,99.98,
LC08_L2SP_019036_20170327_20200904_02_T1_SR,36511.14598,LC80190362017086LGN00,LANDSAT_8,2017-03-27T16:11:58.272837Z,99.98,
LC08_L1TP_115034_20170328_20200904_02_T1,16387.13785,LC81150342017087LGN00,LANDSAT_8,2017-03-28T02:04:28.615949Z,56.57,
LC08_L2SP_115034_20170328_20200904_02_T1_SR,36535.29374,LC81150342017087LGN00,LANDSAT_8,2017-03-28T02:04:28.615949Z,56.57,
LC08_L1TP_163042_20170328_20200904_02_T1,18594.49468,LC81630422017087LGN00,LANDSAT_8,2017-03-28T07:04:18.864019Z,0.06,"BH_R001_0016, BH_R001_0021, BH_R001_0025, BH_R001_0042"
LC08_L2SP_163042_20170328_20200904_02_T1_SR,36503.63465,LC81630422017087LGN00,LANDSAT_8,2017-03-28T07:04:18.864019Z,0.06,
LC08_L1TP_195027_20170328_20200904_02_T1,19115.92509,LC81950272017087LGN00,LANDSAT_8,2017-03-28T10:16:06.583946Z,3.62,"CH_R001_0014, CH_R001_0019, CH_R001_0028, CH_R001_0031, CH_R001_0038, CH_R001_0039, CH_R001_0057, CH_R002_0000, CH_R002_0003, CH_R002_0026, CH_R002_0029, CH_R002_0030, CH_Rxxx_0025, CH_Rxxx_0060, CH_Rxxx_0070, CH_Rxxx_0072, CH_Rxxx_0079, CH_Rxxx_0080, CH_Rxxx_0087"
LC08_L2SP_195027_20170328_20200904_02_T1_SR,36562.24479,LC81950272017087LGN00,LANDSAT_8,2017-03-28T10:16:06.583946Z,3.62,
LC08_L1TP_195028_20170328_20200904_02_T1,4646.082999,LC81950282017087LGN00,LANDSAT_8,2017-03-28T10:16:30.466512Z,8.66,
LC08_L2SP_195028_20170328_20200904_02_T1_SR,36542.19,LC81950282017087LGN00,LANDSAT_8,2017-03-28T10:16:30.466512Z,8.66,
LC08_L1TP_042033_20170328_20200904_02_T1,1209.104631,LC80420332017087LGN00,LANDSAT_8,2017-03-28T18:32:55.126967Z,1.21,"US_R005_0008, US_R005_0015"
LC08_L2SP_042033_20170328_20200904_02_T1_SR,36449.36416,LC80420332017087LGN00,LANDSAT_8,2017-03-28T18:32:55.126967Z,1.21,
LC08_L1TP_074090_20170328_20200904_02_T1,1269.155745,LC80740902017087LGN00,LANDSAT_8,2017-03-28T22:13:24.501174Z,43.57,
LC08_L2SP_074090_20170328_20200904_02_T1_SR,36968.54078,LC80740902017087LGN00,LANDSAT_8,2017-03-28T22:13:24.501174Z,43.57,
LC08_L1TP_170083_20170329_20200904_02_T1,547.1459608,LC81700832017088LGN00,LANDSAT_8,2017-03-29T08:03:55.003633Z,7.32,
LC08_L2SP_170083_20170329_20200904_02_T1_SR,36828.01807,LC81700832017088LGN00,LANDSAT_8,2017-03-29T08:03:55.003633Z,7.32,
LC08_L1TP_170084_20170329_20200904_02_T1,1131.45,LC81700842017088LGN00,LANDSAT_8,2017-03-29T08:04:18.953975Z,13.6,ZA_R001_0016
LC08_L2SP_170084_20170329_20200904_02_T1_SR,36876.21473,LC81700842017088LGN00,LANDSAT_8,2017-03-29T08:04:18.953975Z,13.6,
LC08_L1TP_186022_20170329_20200904_02_T1,1698.66188,LC81860222017088LGN00,LANDSAT_8,2017-03-29T09:18:29.494283Z,91.83,
LC08_L2SP_186022_20170329_20200904_02_T1_SR,36659.35904,LC81860222017088LGN00,LANDSAT_8,2017-03-29T09:18:29.494283Z,91.83,
LC08_L1TP_218075_20170329_20200904_02_T1,1100.158709,LC82180752017088LGN01,LANDSAT_8,2017-03-29T12:57:22.338544Z,11.99,
LC08_L2SP_218075_20170329_20200904_02_T1_SR,36659.69568,LC82180752017088LGN01,LANDSAT_8,2017-03-29T12:57:22.338544Z,11.99,
LC08_L1TP_218076_20170329_20200904_02_T1,2124.812159,LC82180762017088LGN01,LANDSAT_8,2017-03-29T12:57:46.280414Z,28.37,
LC08_L2SP_218076_20170329_20200904_02_T1_SR,36694.53461,LC82180762017088LGN01,LANDSAT_8,2017-03-29T12:57:46.280414Z,28.37,
LC08_L1TP_017039_20170329_20200904_02_T1,1830.586739,LC80170392017088LGN00,LANDSAT_8,2017-03-29T16:00:47.579970Z,51.68,
LC08_L2SP_017039_20170329_20200904_02_T1_SR,36517.04024,LC80170392017088LGN00,LANDSAT_8,2017-03-29T16:00:47.579970Z,51.68,
LC08_L1TP_029031_20170402_20200904_02_T1,737.4514494,LC80290312017092LGN00,LANDSAT_8,2017-04-02T17:11:44.728510Z,56.42,
LC08_L2SP_029031_20170402_20200904_02_T1_SR,36560.19699,LC80290312017092LGN00,LANDSAT_8,2017-04-02T17:11:44.728510Z,56.42,
LC08_L1TP_020030_20170403_20200904_02_T1,36581.46664,LC80200302017093LGN00,LANDSAT_8,2017-04-03T16:15:42.991205Z,99.96,
LC08_L2SP_020030_20170403_20200904_02_T1_SR,36581.46664,LC80200302017093LGN00,LANDSAT_8,2017-04-03T16:15:42.991205Z,99.96,
LC08_L1TP_196027_20170404_20200904_02_T1,4861.242332,LC81960272017094LGN00,LANDSAT_8,2017-04-04T10:22:14.513006Z,29.88,
LC08_L2SP_196027_20170404_20200904_02_T1_SR,36580.20431,LC81960272017094LGN00,LANDSAT_8,2017-04-04T10:22:14.513006Z,29.88,
LC08_L1TP_043032_20170404_20200904_02_T1,2195.381193,LC80430322017094LGN00,LANDSAT_8,2017-04-04T18:38:39.131132Z,59.7,
LC08_L2SP_043032_20170404_20200904_02_T1_SR,36496.75562,LC80430322017094LGN00,LANDSAT_8,2017-04-04T18:38:39.131132Z,59.7,
LC08_L1TP_043033_20170404_20200904_02_T1,2380.24047,LC80430332017094LGN00,LANDSAT_8,2017-04-04T18:39:03.017934Z,35.97,
LC08_L2SP_043033_20170404_20200904_02_T1_SR,36490.75,LC80430332017094LGN00,LANDSAT_8,2017-04-04T18:39:03.017934Z,35.97,
LC08_L1TP_171083_20170405_20200904_02_T1,1490.003329,LC81710832017095LGN00,LANDSAT_8,2017-04-05T08:10:02.822572Z,33.17,
LC08_L2SP_171083_20170405_20200904_02_T1_SR,36817.92509,LC81710832017095LGN00,LANDSAT_8,2017-04-05T08:10:02.822572Z,33.17,
LC08_L1TP_171084_20170405_20200904_02_T1,825.4941717,LC81710842017095LGN00,LANDSAT_8,2017-04-05T08:10:26.777151Z,63.47,
LC08_L2SP_171084_20170405_20200904_02_T1_SR,36874.40503,LC81710842017095LGN00,LANDSAT_8,2017-04-05T08:10:26.777151Z,63.47,
LC08_L1TP_187022_20170405_20200904_02_T1,1698.66188,LC81870222017095LGN00,LANDSAT_8,2017-04-05T09:24:37.313217Z,75.26,
LC08_L2SP_187022_20170405_20200904_02_T1_SR,36652.06,LC81870222017095LGN00,LANDSAT_8,2017-04-05T09:24:37.313217Z,75.26,
LC08_L1TP_219076_20170405_20200904_02_T1,8480.151356,LC82190762017095LGN00,LANDSAT_8,2017-04-05T13:03:54.078150Z,8.7,"BR_R005_0004, BR_R005_0006, BR_R005_0017, BR_R005_0021, BR_R005_0036, BR_R005_0037, BR_R005_0044, BR_R005_0050, BR_R005_0058, BR_R005_0080, BR_R005_0083, BR_R005_0089, BR_R005_0090, BR_R005_0091, BR_R005_0092, BR_R005_0098, BR_R005_0103, BR_R005_0104, BR_R005_0107, BR_R006_0024, BR_R006_0025, BR_R006_0040, BR_R006_0059, BR_R006_0067"
LC08_L2SP_219076_20170405_20200904_02_T1_SR,36684.61124,LC82190762017095LGN00,LANDSAT_8,2017-04-05T13:03:54.078150Z,8.7,
LC08_L1GT_018036_20170405_20200904_02_T2,1613.456631,LC80180362017095LGN00,LANDSAT_8,2017-04-05T16:05:43.713046Z,99.97,
LC08_L2SP_018036_20170405_20200904_02_T2_SR,36517.64972,LC80180362017095LGN00,LANDSAT_8,2017-04-05T16:05:43.713046Z,99.97,
LC08_L1GT_018037_20170405_20200904_02_T2,753.0181118,LC80180372017095LGN00,LANDSAT_8,2017-04-05T16:06:07.604084Z,99.98,
LC08_L2SP_018037_20170405_20200904_02_T2_SR,36523.63295,LC80180372017095LGN00,LANDSAT_8,2017-04-05T16:06:07.604084Z,99.98,
LC08_L1GT_114034_20170406_20200904_02_T2,12464.99836,LC81140342017096LGN00,LANDSAT_8,2017-04-06T01:58:14.005309Z,41.45,
LC08_L2SP_114034_20170406_20200904_02_T2_SR,36541.69897,LC81140342017096LGN00,LANDSAT_8,2017-04-06T01:58:14.005309Z,41.45,
LC08_L1TP_194027_20170406_20200904_02_T1,9365.462315,LC81940272017096LGN00,LANDSAT_8,2017-04-06T10:09:51.935187Z,77.48,
LC08_L2SP_194027_20170406_20200904_02_T1_SR,36549.38298,LC81940272017096LGN00,LANDSAT_8,2017-04-06T10:09:51.935187Z,77.48,
LC08_L1TP_041036_20170406_20200904_02_T1,3993.392447,LC80410362017096LGN00,LANDSAT_8,2017-04-06T18:27:52.083570Z,66.73,
LC08_L2SP_041036_20170406_20200904_02_T1_SR,36521.10204,LC80410362017096LGN00,LANDSAT_8,2017-04-06T18:27:52.083570Z,66.73,
LC08_L1TP_041037_20170406_20200904_02_T1,2477.605125,LC80410372017096LGN00,LANDSAT_8,2017-04-06T18:28:15.970372Z,63.61,
LC08_L2SP_041037_20170406_20200904_02_T1_SR,36528.1269,LC80410372017096LGN00,LANDSAT_8,2017-04-06T18:28:15.970372Z,63.61,
LC08_L1TP_073090_20170406_20200904_02_T1,1269.155745,LC80730902017096LGN00,LANDSAT_8,2017-04-06T22:07:09.788906Z,21.32,
LC08_L2SP_073090_20170406_20200904_02_T1_SR,36960.05139,LC80730902017096LGN00,LANDSAT_8,2017-04-06T22:07:09.788906Z,21.32,
LC08_L1TP_073091_20170406_20200904_02_T1,800.18,LC80730912017096LGN00,LANDSAT_8,2017-04-06T22:07:33.751956Z,63.31,
LC08_L2SP_073091_20170406_20200904_02_T1_SR,37002.85095,LC80730912017096LGN00,LANDSAT_8,2017-04-06T22:07:33.751956Z,63.31,
LC08_L1GT_217076_20170407_20200904_02_T2,7909.902203,LC82170762017097LGN01,LANDSAT_8,2017-04-07T12:51:31.491855Z,32.94,
LC08_L2SP_217076_20170407_20200904_02_T2_SR,36691.11115,LC82170762017097LGN01,LANDSAT_8,2017-04-07T12:51:31.491855Z,32.94,
LC08_L1TP_016039_20170407_20200904_02_T1,1894.121868,LC80160392017097LGN00,LANDSAT_8,2017-04-07T15:54:32.761760Z,0.38,"US_R001_0038, US_R001_0039, US_R003_0001, US_R003_0004, US_R003_0007, US_R003_0008, US_R003_0028, US_R003_0030, US_R003_0040, US_R003_0056, US_R003_0057, US_R003_0076, US_R003_0082"
LC08_L2SP_016039_20170407_20200904_02_T1_SR,36516.5016,LC80160392017097LGN00,LANDSAT_8,2017-04-07T15:54:32.761760Z,0.38,
LC08_L1TP_160042_20170408_20200904_02_T1,1863.952136,LC81600422017098LGN00,LANDSAT_8,2017-04-08T06:45:41.595155Z,0.77,
LC08_L2SP_160042_20170408_20200904_02_T1_SR,36489.21,LC81600422017098LGN00,LANDSAT_8,2017-04-08T06:45:41.595155Z,0.77,
LC08_L1TP_160043_20170408_20200904_02_T1,5798.895091,LC81600432017098LGN00,LANDSAT_8,2017-04-08T06:46:05.490429Z,0.42,"AE_R001_0001, AE_R001_0059, AE_R001_0145, AE_R001_0147, AE_R001_0148, AE_R001_0205, AE_R001_0209, AE_R001_0224, AE_R001_0310"
LC08_L2SP_160043_20170408_20200904_02_T1_SR,36488.3952,LC81600432017098LGN00,LANDSAT_8,2017-04-08T06:46:05.490429Z,0.42,
LC08_L1TP_021030_20170410_20200904_02_T1,36575.01535,LC80210302017100LGN00,LANDSAT_8,2017-04-10T16:21:50.335909Z,65.03,
LC08_L2SP_021030_20170410_20200904_02_T1_SR,36575.01535,LC80210302017100LGN00,LANDSAT_8,2017-04-10T16:21:50.335909Z,65.03,
LC08_L1TP_028031_20170411_20200904_02_T1,1802.441461,LC80280312017101LGN00,LANDSAT_8,2017-04-11T17:05:29.431977Z,6.52,
LC08_L2SP_028031_20170411_20200904_02_T1_SR,36559.55491,LC80280312017101LGN00,LANDSAT_8,2017-04-11T17:05:29.431977Z,6.52,
LC08_L1TP_028032_20170411_20200904_02_T1,696.9262334,LC80280322017101LGN00,LANDSAT_8,2017-04-11T17:05:53.310307Z,0.07,
LC08_L2SP_028032_20170411_20200904_02_T1_SR,36551.9015,LC80280322017101LGN00,LANDSAT_8,2017-04-11T17:05:53.310307Z,0.07,
LC08_L1TP_003072_20170412_20200904_02_T1,1549.893574,LC80030722017102LGN00,LANDSAT_8,2017-04-12T14:47:18.486483Z,11.61,
LC08_L2SP_003072_20170412_20200904_02_T1_SR,36567.60082,LC80030722017102LGN00,LANDSAT_8,2017-04-12T14:47:18.486483Z,11.61,
LC08_L1TP_019036_20170412_20200904_02_T1,2289.88338,LC80190362017102LGN00,LANDSAT_8,2017-04-12T16:11:50.884249Z,68.45,
LC08_L2SP_019036_20170412_20200904_02_T1_SR,36516.25427,LC80190362017102LGN00,LANDSAT_8,2017-04-12T16:11:50.884249Z,68.45,
LC08_L1TP_115034_20170413_20200904_02_T1,16222.31847,LC81150342017103LGN00,LANDSAT_8,2017-04-13T02:04:21.125723Z,0.02,"KR_R001_0011, KR_R001_0017, KR_R001_0022, KR_R002_0007, KR_R002_0008, KR_R002_0010, KR_R002_0016, KR_R002_0017, KR_R002_0021, KR_R002_0024, KR_R002_0027, KR_R002_0031, KR_R002_0032, KR_R002_0056, KR_R002_0127, KR_R002_0139, KR_R002_0140, KR_R002_0141, KR_R003_0001, KR_R003_0004, KR_R003_0005, KR_R003_0006, KR_R003_0010, KR_R003_0013, KR_R003_0021, KR_R003_0032, KR_R003_0035, KR_Rxxx_0017, KR_Rxxx_0021"
LC08_L2SP_115034_20170413_20200904_02_T1_SR,36538.7541,LC81150342017103LGN00,LANDSAT_8,2017-04-13T02:04:21.125723Z,0.02,
LC08_L1TP_163042_20170413_20200904_02_T1,18579.73337,LC81630422017103LGN00,LANDSAT_8,2017-04-13T07:04:11.318747Z,52.47,
LC08_L2SP_163042_20170413_20200904_02_T1_SR,36501.53753,LC81630422017103LGN00,LANDSAT_8,2017-04-13T07:04:11.318747Z,52.47,
LC08_L1TP_195027_20170413_20200904_02_T1,19047.7109,LC81950272017103LGN00,LANDSAT_8,2017-04-13T10:15:59.021735Z,28.29,CH_R002_0045
LC08_L2SP_195027_20170413_20200904_02_T1_SR,36562.1062,LC81950272017103LGN00,LANDSAT_8,2017-04-13T10:15:59.021735Z,28.29,
LC08_L1TP_195028_20170413_20200904_02_T1,4600.424035,LC81950282017103LGN00,LANDSAT_8,2017-04-13T10:16:22.900064Z,8.01,CH_R002_0010
LC08_L2SP_195028_20170413_20200904_02_T1_SR,36554.03686,LC81950282017103LGN00,LANDSAT_8,2017-04-13T10:16:22.900064Z,8.01,
LC08_L1TP_042033_20170413_20200904_02_T1,1244.16548,LC80420332017103LGN00,LANDSAT_8,2017-04-13T18:32:47.480060Z,74.64,
LC08_L2SP_042033_20170413_20200904_02_T1_SR,36442.47613,LC80420332017103LGN00,LANDSAT_8,2017-04-13T18:32:47.480060Z,74.64,
LC08_L1GT_074090_20170413_20200904_02_T2,1269.155745,LC80740902017103LGN00,LANDSAT_8,2017-04-13T22:13:16.816143Z,99.32,
LC08_L2SP_074090_20170413_20200904_02_T2_SR,36971.13833,LC80740902017103LGN00,LANDSAT_8,2017-04-13T22:13:16.816143Z,99.32,
LC08_L1TP_170083_20170414_20200904_02_T1,561.1287085,LC81700832017104LGN00,LANDSAT_8,2017-04-14T08:03:47.229656Z,27.51,
LC08_L2SP_170083_20170414_20200904_02_T1_SR,36830.20879,LC81700832017104LGN00,LANDSAT_8,2017-04-14T08:03:47.229656Z,27.51,
LC08_L1TP_170084_20170414_20200904_02_T1,1152.551056,LC81700842017104LGN00,LANDSAT_8,2017-04-14T08:04:11.179998Z,48.55,
LC08_L2SP_170084_20170414_20200904_02_T1_SR,36871.48139,LC81700842017104LGN00,LANDSAT_8,2017-04-14T08:04:11.179998Z,48.55,
LC08_L1TP_186022_20170414_20200904_02_T1,1698.66188,LC81860222017104LGN00,LANDSAT_8,2017-04-14T09:18:21.711835Z,93.89,
LC08_L2SP_186022_20170414_20200904_02_T1_SR,36651.90232,LC81860222017104LGN00,LANDSAT_8,2017-04-14T09:18:21.711835Z,93.89,
LC08_L1TP_218075_20170414_20200904_02_T1,1076.779772,LC82180752017104LGN01,LANDSAT_8,2017-04-14T12:57:14.522212Z,41.38,
LC08_L2SP_218075_20170414_20200904_02_T1_SR,36654.17041,LC82180752017104LGN01,LANDSAT_8,2017-04-14T12:57:14.522212Z,41.38,
LC08_L1TP_218076_20170414_20200904_02_T1,2068.409867,LC82180762017104LGN01,LANDSAT_8,2017-04-14T12:57:38.464082Z,46.84,
LC08_L2SP_218076_20170414_20200904_02_T1_SR,36698.91432,LC82180762017104LGN01,LANDSAT_8,2017-04-14T12:57:38.464082Z,46.84,
LC08_L1TP_017039_20170414_20200904_02_T1,1806.934426,LC80170392017104LGN00,LANDSAT_8,2017-04-14T16:00:39.738233Z,22.63,
LC08_L2SP_017039_20170414_20200904_02_T1_SR,36514.58593,LC80170392017104LGN00,LANDSAT_8,2017-04-14T16:00:39.738233Z,22.63,
LC08_L1TP_029031_20170418_20200904_02_T1,689.798109,LC80290312017108LGN00,LANDSAT_8,2017-04-18T17:11:36.031842Z,14.54,
LC08_L2SP_029031_20170418_20200904_02_T1_SR,36556.19907,LC80290312017108LGN00,LANDSAT_8,2017-04-18T17:11:36.031842Z,14.54,
LC08_L1TP_020030_20170419_20200904_02_T1,36579.18247,LC80200302017109LGN00,LANDSAT_8,2017-04-19T16:15:34.087194Z,91.81,
LC08_L2SP_020030_20170419_20200904_02_T1_SR,36579.18247,LC80200302017109LGN00,LANDSAT_8,2017-04-19T16:15:34.087194Z,91.81,
LC08_L1TP_020031_20170419_20200904_02_T1,36563.91095,LC80200312017109LGN00,LANDSAT_8,2017-04-19T16:15:57.973996Z,99.96,
LC08_L2SP_020031_20170419_20200904_02_T1_SR,36563.91095,LC80200312017109LGN00,LANDSAT_8,2017-04-19T16:15:57.973996Z,99.96,
LC08_L1TP_196027_20170420_20200904_02_T1,4791.679326,LC81960272017110LGN00,LANDSAT_8,2017-04-20T10:22:05.456674Z,7.36,"CH_R002_0000, CH_R002_0003, CH_R002_0010, CH_R002_0026"
LC08_L2SP_196027_20170420_20200904_02_T1_SR,36579.67166,LC81960272017110LGN00,LANDSAT_8,2017-04-20T10:22:05.456674Z,7.36,
LC08_L1TP_043032_20170420_20200904_02_T1,2199.013423,LC80430322017110LGN00,LANDSAT_8,2017-04-20T18:38:29.998618Z,58.78,
LC08_L2SP_043032_20170420_20200904_02_T1_SR,36489.46242,LC80430322017110LGN00,LANDSAT_8,2017-04-20T18:38:29.998618Z,58.78,
LC08_L1TP_043033_20170420_20200904_02_T1,2377.145198,LC80430332017110LGN00,LANDSAT_8,2017-04-20T18:38:53.885420Z,27.09,
LC08_L2SP_043033_20170420_20200904_02_T1_SR,36484.23764,LC80430332017110LGN00,LANDSAT_8,2017-04-20T18:38:53.885420Z,27.09,
LC08_L1TP_171083_20170421_20200904_02_T1,1490.003329,LC81710832017111LGN00,LANDSAT_8,2017-04-21T08:09:53.580068Z,4.24,"ZA_R001_0000, ZA_R001_0005, ZA_R001_0012"
LC08_L2SP_171083_20170421_20200904_02_T1_SR,36816.72546,LC81710832017111LGN00,LANDSAT_8,2017-04-21T08:09:53.580068Z,4.24,
LC08_L1TP_171084_20170421_20200904_02_T1,822.9499257,LC81710842017111LGN00,LANDSAT_8,2017-04-21T08:10:17.530409Z,0.09,ZA_R001_0026
LC08_L2SP_171084_20170421_20200904_02_T1_SR,36864.17,LC81710842017111LGN00,LANDSAT_8,2017-04-21T08:10:17.530409Z,0.09,
LC08_L1TP_219076_20170421_20200904_02_T1,8480.919686,LC82190762017111LGN00,LANDSAT_8,2017-04-21T13:03:44.784863Z,95.73,
LC08_L2SP_219076_20170421_20200904_02_T1_SR,36681.15051,LC82190762017111LGN00,LANDSAT_8,2017-04-21T13:03:44.784863Z,95.73,
LC08_L1TP_018036_20170421_20201015_02_T1,1635.563424,LC80180362017111LGN00,LANDSAT_8,2017-04-21T16:05:34.398618Z,17.31,
LC08_L2SP_018036_20170421_20201015_02_T1_SR,36513.95299,LC80180362017111LGN00,LANDSAT_8,2017-04-21T16:05:34.398618Z,17.31,
LC08_L1TP_018037_20170421_20200904_02_T1,758.6434913,LC80180372017111LGN00,LANDSAT_8,2017-04-21T16:05:58.285419Z,11.13,
LC08_L2SP_018037_20170421_20200904_02_T1_SR,36518.84439,LC80180372017111LGN00,LANDSAT_8,2017-04-21T16:05:58.285419Z,11.13,
LC08_L1TP_114034_20170422_20200904_02_T1,12540.84639,LC81140342017112LGN00,LANDSAT_8,2017-04-22T01:58:04.597833Z,11.16,KR_R003_0062
LC08_L2SP_114034_20170422_20200904_02_T1_SR,36541.75676,LC81140342017112LGN00,LANDSAT_8,2017-04-22T01:58:04.597833Z,11.16,
LC08_L1TP_194027_20170422_20200904_02_T1,9416.135372,LC81940272017112LGN00,LANDSAT_8,2017-04-22T10:09:42.451574Z,38.99,
LC08_L2SP_194027_20170422_20200904_02_T1_SR,36541.66708,LC81940272017112LGN00,LANDSAT_8,2017-04-22T10:09:42.451574Z,38.99,
LC08_L1TP_041036_20170422_20200904_02_T1,3978.206822,LC80410362017112LGN00,LANDSAT_8,2017-04-22T18:27:42.532284Z,0.08,
LC08_L2SP_041036_20170422_20200904_02_T1_SR,36522.51173,LC80410362017112LGN00,LANDSAT_8,2017-04-22T18:27:42.532284Z,0.08,
LC08_L1TP_041037_20170422_20200904_02_T1,2458.057184,LC80410372017112LGN00,LANDSAT_8,2017-04-22T18:28:06.419086Z,11.52,
LC08_L2SP_041037_20170422_20200904_02_T1_SR,36518.15616,LC80410372017112LGN00,LANDSAT_8,2017-04-22T18:28:06.419086Z,11.52,
LC08_L1TP_073090_20170422_20200904_02_T1,1269.155745,LC80730902017112LGN00,LANDSAT_8,2017-04-22T22:07:00.199541Z,7.31,"NZ_R001_0013, NZ_R001_0017, NZ_R001_0032, NZ_R001_0033, NZ_R001_0036, NZ_R001_0038, NZ_R001_0041, NZ_R001_0052, NZ_R001_0060, NZ_R002_0014, NZ_R002_0022, NZ_R002_0023, NZ_R002_0038, NZ_R002_0044, NZ_R002_0054, NZ_R002_0073, NZ_R002_0078, NZ_Rxxx_0031"
LC08_L2SP_073090_20170422_20200904_02_T1_SR,36962.00257,LC80730902017112LGN00,LANDSAT_8,2017-04-22T22:07:00.199541Z,7.31,
LC08_L1TP_073091_20170422_20200904_02_T1,801.1795914,LC80730912017112LGN00,LANDSAT_8,2017-04-22T22:07:24.158355Z,16.05,
LC08_L2SP_073091_20170422_20200904_02_T1_SR,37006.42323,LC80730912017112LGN00,LANDSAT_8,2017-04-22T22:07:24.158355Z,16.05,
LC08_L1GT_217076_20170423_20200904_02_T2,7909.902203,LC82170762017113LGN00,LANDSAT_8,2017-04-23T12:51:21.767156Z,88.01,
