id,area_kmsq,nitf:primary_image_identifier,nitf:auxiliary_image_identifier,nitf:source,mission,datetime,eo:cloud_cover,annotated_sites
19JAN26071834-P1BS-014858846010_01_P001,256.885823,P18B390D00,26JAN19WV020500019JAN26071834-P1BS-014858846010_01_P001,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:34Z,0,"AE_R001_0060, AE_R001_0272, AE_R001_0275, AE_R001_0276"
19JAN26071834-M1BS-014858846010_01_P001,257.7772958,M18B390D00,26JAN19WV020500019JAN26071834-M1BS-014858846010_01_P001,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:34Z,0,"AE_R001_0031, AE_R001_0281, AE_R001_0282"
19JAN26071835-P1BS-502803737010_01_P001,277.605111,P18B390D00,26JAN19WV020500019JAN26071835-P1BS-502803737010_01_P001         AAE 0AAAAABIABH0,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:35Z,0,"AE_R001_0003, AE_R001_0006, AE_R001_0010, AE_R001_0015, AE_R001_0020, AE_R001_0023, AE_R001_0047, AE_R001_0061, AE_R001_0070, AE_R001_0083, AE_R001_0135, AE_R001_0143, AE_R001_0147, AE_R001_0231, AE_R001_0247, AE_R001_0260, AE_R001_0288, AE_R001_0290, AE_R001_0299, AE_R001_0319, AE_R001_0349, AE_R001_0364"
19JAN26071835-P1BS-014858846010_01_P002,277.6629473,P18B390D00,26JAN19WV020500019JAN26071835-P1BS-014858846010_01_P002,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:35Z,0,"AE_R001_0036, AE_R001_0049, AE_R001_0050, AE_R001_0053, AE_R001_0059, AE_R001_0113, AE_R001_0114, AE_R001_0121, AE_R001_0123, AE_R001_0165, AE_R001_0227, AE_R001_0228, AE_R001_0237, AE_R001_0238, AE_R001_0253, AE_R001_0255, AE_R001_0259, AE_R001_0279, AE_R001_0283, AE_R001_0298, AE_R001_0300, AE_R001_0310, AE_R001_0311, AE_R001_0321, AE_R001_0352, AE_R001_0366, AE_R001_0392"
19JAN26071835-M1BS-502803737010_01_P001,278.5601991,M18B390D00,26JAN19WV020500019JAN26071835-M1BS-502803737010_01_P001         GA E0AAAAAAIAAI0,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:35Z,0,"AE_R001_0009, AE_R001_0018, AE_R001_0025, AE_R001_0034, AE_R001_0042, AE_R001_0043, AE_R001_0051, AE_R001_0074, AE_R001_0085, AE_R001_0105, AE_R001_0126, AE_R001_0127, AE_R001_0145, AE_R001_0148, AE_R001_0232, AE_R001_0233, AE_R001_0236, AE_R001_0248, AE_R001_0249, AE_R001_0250, AE_R001_0256, AE_R001_0278, AE_R001_0286, AE_R001_0289, AE_R001_0292, AE_R001_0293, AE_R001_0301, AE_R001_0303, AE_R001_0304, AE_R001_0312, AE_R001_0314, AE_R001_0322, AE_R001_0324, AE_R001_0330, AE_R001_0348, AE_R001_0383"
19JAN26071835-M1BS-014858846010_01_P002,278.3917566,M18B390D00,26JAN19WV020500019JAN26071835-M1BS-014858846010_01_P002,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:35Z,0,"AE_R001_0012, AE_R001_0017, AE_R001_0024, AE_R001_0026, AE_R001_0028, AE_R001_0035, AE_R001_0044, AE_R001_0046, AE_R001_0136, AE_R001_0235, AE_R001_0245, AE_R001_0257, AE_R001_0258, AE_R001_0262, AE_R001_0263, AE_R001_0269, AE_R001_0274, AE_R001_0280, AE_R001_0294, AE_R001_0393, AE_R001_0397"
19JAN26071836-P1BS-502652187010_01_P001,278.0400019,P18B390D00,26JAN19WV020500019JAN26071836-P1BS-502652187010_01_P001         AAE 0AAAAABIABH0,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:36Z,0,"AE_R001_0071, AE_R001_0082, AE_R001_0096, AE_R001_0100, AE_R001_0158, AE_R001_0332, AE_R001_0373"
19JAN26071836-P1BS-014858846010_01_P003,277.8379055,P18B390D00,26JAN19WV020500019JAN26071836-P1BS-014858846010_01_P003,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:36Z,0,"AE_R001_0106, AE_R001_0163, AE_R001_0179, AE_R001_0186, AE_R001_0329"
19JAN26071836-M1BS-502652187010_01_P001,278.9915721,M18B390D00,26JAN19WV020500019JAN26071836-M1BS-502652187010_01_P001         GA E0AAAAAAIAAI0,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:36Z,0,"AE_R001_0089, AE_R001_0153, AE_R001_0211, AE_R001_0404"
19JAN26071836-M1BS-014858846010_01_P003,278.7942541,M18B390D00,26JAN19WV020500019JAN26071836-M1BS-014858846010_01_P003,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:36Z,0,"AE_R001_0007, AE_R001_0080, AE_R001_0084, AE_R001_0091, AE_R001_0101, AE_R001_0115, AE_R001_0154, AE_R001_0155, AE_R001_0166, AE_R001_0176, AE_R001_0192, AE_R001_0203, AE_R001_0209, AE_R001_0372"
19JAN26071837-P1BS-502656770010_01_P001,278.2859139,P18B390D00,26JAN19WV020500019JAN26071837-P1BS-502656770010_01_P001         AAE 0AAAAABIABH0,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:37Z,0,"AE_R001_0131, AE_R001_0161, AE_R001_0162, AE_R001_0184, AE_R001_0210, AE_R001_0340"
19JAN26071837-P1BS-014858846010_01_P004,279.2937672,P18B390D00,26JAN19WV020500019JAN26071837-P1BS-014858846010_01_P004,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:37Z,0,
19JAN26071837-M1BS-502656770010_01_P001,279.240213,M18B390D00,26JAN19WV020500019JAN26071837-M1BS-502656770010_01_P001         GA E0AAAAAAIAAI0,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:37Z,0,"AE_R001_0062, AE_R001_0069, AE_R001_0081, AE_R001_0159, AE_R001_0188, AE_R001_0198"
19JAN26071837-M1BS-014858846010_01_P004,280.0270333,M18B390D00,26JAN19WV020500019JAN26071837-M1BS-014858846010_01_P004,VNIR: 103001008B390D00,WV02,2019-01-26T07:18:37Z,0,
19JAN27112205-P1BS-014905714010_01_P001,348.3823268,P17F56E500,27JAN19WV010800019JAN27112205-P1BS-014905714010_01_P001,VNIR: 102001007F56E500,WV01,2019-01-27T11:22:05Z,0,
19JAN27112206-P1BS-014905714010_01_P002,108.6268564,P17F56E500,27JAN19WV010800019JAN27112206-P1BS-014905714010_01_P002,VNIR: 102001007F56E500,WV01,2019-01-27T11:22:06Z,0,
19JAN27220409-P1BS-014489652010_01_P001,351.7474517,P17D3EF000,27JAN19WV011500019JAN27220409-P1BS-014489652010_01_P001,VNIR: 102001007D3EF000,WV01,2019-01-27T22:04:09Z,6,"US_R004_0009, US_R004_0017, US_R004_0020, US_R004_0022, US_R004_0023, US_R004_0027, US_R004_0037, US_R004_0050, US_R004_0101"
19JAN27220410-P1BS-014489652010_01_P002,375.7262866,P17D3EF000,27JAN19WV011500019JAN27220410-P1BS-014489652010_01_P002,VNIR: 102001007D3EF000,WV01,2019-01-27T22:04:10Z,14,
19JAN27220411-P1BS-014489652010_01_P003,388.6764643,P17D3EF000,27JAN19WV011500019JAN27220411-P1BS-014489652010_01_P003,VNIR: 102001007D3EF000,WV01,2019-01-27T22:04:11Z,23,
19JAN27220450-P1BS-014489726010_01_P001,425.7897685,P18217A600,27JAN19WV011500019JAN27220450-P1BS-014489726010_01_P001,VNIR: 102001008217A600,WV01,2019-01-27T22:04:50Z,0,"US_R004_0007, US_R004_0008, US_R004_0012, US_R004_0102"
19JAN27220451-P1BS-014489726010_01_P002,452.5883954,P18217A600,27JAN19WV011500019JAN27220451-P1BS-014489726010_01_P002,VNIR: 102001008217A600,WV01,2019-01-27T22:04:51Z,0,"US_R004_0028, US_R004_0034, US_R004_0040, US_R004_0045, US_R004_0048, US_R004_0057, US_R004_0060, US_R004_0061, US_R004_0065, US_R004_0066, US_R004_0067, US_R004_0068"
19JAN28153242-P1BS-502714866070_01_P001,248.7559122,P14644C100,28JAN19WV031100019JAN28153242-P1BS-502714866070_01_P001         AAE 0AAAAABPABS0,VNIR: 104001004644C100,WV03,2019-01-28T15:32:42Z,24,
19JAN28153242-P1BS-014773786010_01_P001,236.7336578,P14644C100,28JAN19WV031100019JAN28153242-P1BS-014773786010_01_P001,DigitalGlobe Acquired Image,WV03,2019-01-28T15:32:42Z,26,
19JAN28153242-M1BS-014773786010_01_P001,237.0049281,M14644C100,28JAN19WV031100019JAN28153242-M1BS-014773786010_01_P001,DigitalGlobe Acquired Image,WV03,2019-01-28T15:32:42Z,26,
19JAN28153243-P1BS-014773786010_01_P002,254.7662484,P14644C100,28JAN19WV031100019JAN28153243-P1BS-014773786010_01_P002,DigitalGlobe Acquired Image,WV03,2019-01-28T15:32:43Z,32,
19JAN28153243-M1BS-014773786010_01_P002,255.2574927,M14644C100,28JAN19WV031100019JAN28153243-M1BS-014773786010_01_P002,DigitalGlobe Acquired Image,WV03,2019-01-28T15:32:43Z,32,
19JAN28153245-P1BS-014773786010_01_P003,256.639032,P14644C100,28JAN19WV031100019JAN28153245-P1BS-014773786010_01_P003,DigitalGlobe Acquired Image,WV03,2019-01-28T15:32:45Z,16,
19JAN28153245-M1BS-014773786010_01_P003,257.1837047,M14644C100,28JAN19WV031100019JAN28153245-M1BS-014773786010_01_P003,DigitalGlobe Acquired Image,WV03,2019-01-28T15:32:45Z,16,
19JAN29222926-P1BS-502859807050_01_P001,315.194351,P18B885C00,29JAN19WV021500019JAN29222926-P1BS-502859807050_01_P001         AAE 0AAAAABIABL0,VNIR: 103001008B885C00,WV02,2019-01-29T22:29:26Z,0,
19JAN29222926-M1BS-502859807050_01_P001,316.0757936,M18B885C00,29JAN19WV021500019JAN29222926-M1BS-502859807050_01_P001         GA E0AAAAAAIAAJ0,VNIR: 103001008B885C00,WV02,2019-01-29T22:29:26Z,0,
19JAN29222927-P1BS-014771218010_01_P002,275.6405301,P18B885C00,29JAN19WV021500019JAN29222927-P1BS-014771218010_01_P002,DigitalGlobe Acquired Image,WV02,2019-01-29T22:29:27Z,1,
19JAN29222927-M1BS-014771218010_01_P002,276.41565,M18B885C00,29JAN19WV021500019JAN29222927-M1BS-014771218010_01_P002,DigitalGlobe Acquired Image,WV02,2019-01-29T22:29:27Z,1,"NZ_R002_0044, NZ_R002_0062, NZ_R002_0080, NZ_R002_0081"
19JAN29222928-P1BS-502859807050_01_P002,314.668855,P18B885C00,29JAN19WV021500019JAN29222928-P1BS-502859807050_01_P002         AAE 0AAAAABIABL0,VNIR: 103001008B885C00,WV02,2019-01-29T22:29:28Z,1,"NZ_R001_0000, NZ_R001_0002, NZ_R002_0045"
19JAN29222928-P1BS-014771218010_01_P003,192.0700343,P18B885C00,29JAN19WV021500019JAN29222928-P1BS-014771218010_01_P003,DigitalGlobe Acquired Image,WV02,2019-01-29T22:29:28Z,0,
19JAN29222928-M1BS-502859807050_01_P002,315.5469648,M18B885C00,29JAN19WV021500019JAN29222928-M1BS-502859807050_01_P002         GA E0AAAAAAIAAJ0,VNIR: 103001008B885C00,WV02,2019-01-29T22:29:28Z,1,"NZ_R001_0006, NZ_R001_0009, NZ_R001_0010, NZ_R001_0036, NZ_R001_0039, NZ_R001_0050, NZ_R001_0052, NZ_R001_0057, NZ_R001_0059, NZ_R001_0060, NZ_R002_0006, NZ_R002_0007, NZ_R002_0011, NZ_R002_0012, NZ_R002_0013, NZ_R002_0015, NZ_R002_0016, NZ_R002_0017, NZ_R002_0023, NZ_R002_0026, NZ_R002_0047, NZ_R002_0063, NZ_R002_0078, NZ_R002_0082"
19JAN29222928-M1BS-014771218010_01_P003,192.7437702,M18B885C00,29JAN19WV021500019JAN29222928-M1BS-014771218010_01_P003,DigitalGlobe Acquired Image,WV02,2019-01-29T22:29:28Z,0,NZ_R002_0067
19JAN29222928-P1BS-502859807050_01_P003,104.33881,P18B885C00,29JAN19WV021500019JAN29222928-P1BS-502859807050_01_P003         AAE 0AAAAABIAAM0,VNIR: 103001008B885C00,WV02,2019-01-29T22:29:28Z,0,
19JAN29222928-M1BS-502859807050_01_P003,104.6389142,M18B885C00,29JAN19WV021500019JAN29222928-M1BS-502859807050_01_P003         GA E0AAAAAAIAAD0,VNIR: 103001008B885C00,WV02,2019-01-29T22:29:28Z,0,
19FEB01065815-P1BS-014858748010_01_P001,305.2429322,P18A7BE100,01FEB19WV020500019FEB01065815-P1BS-014858748010_01_P001,VNIR: 103001008A7BE100,WV02,2019-02-01T06:58:15Z,0,"AE_R001_0074, AE_R001_0077, AE_R001_0079, AE_R001_0082, AE_R001_0096, AE_R001_0097, AE_R001_0100, AE_R001_0126, AE_R001_0158, AE_R001_0161, AE_R001_0168, AE_R001_0179, AE_R001_0184, AE_R001_0186, AE_R001_0188, AE_R001_0192, AE_R001_0198, AE_R001_0202, AE_R001_0211, AE_R001_0216, AE_R001_0221, AE_R001_0329, AE_R001_0332, AE_R001_0340, AE_R001_0373, AE_R001_0377"
19FEB01065815-M1BS-014858748010_01_P001,306.2710788,M18A7BE100,01FEB19WV020500019FEB01065815-M1BS-014858748010_01_P001,VNIR: 103001008A7BE100,WV02,2019-02-01T06:58:15Z,0,"AE_R001_0072, AE_R001_0075, AE_R001_0080, AE_R001_0081, AE_R001_0083, AE_R001_0084, AE_R001_0085, AE_R001_0090, AE_R001_0091, AE_R001_0101, AE_R001_0114, AE_R001_0115, AE_R001_0131, AE_R001_0154, AE_R001_0159, AE_R001_0162, AE_R001_0176, AE_R001_0203, AE_R001_0206, AE_R001_0210, AE_R001_0214, AE_R001_0215, AE_R001_0223, AE_R001_0224, AE_R001_0226, AE_R001_0330, AE_R001_0372, AE_R001_0404"
19FEB01065816-P1BS-014858748010_01_P002,88.57921947,P18A7BE100,01FEB19WV020500019FEB01065816-P1BS-014858748010_01_P002,VNIR: 103001008A7BE100,WV02,2019-02-01T06:58:16Z,0,AE_R001_0166
19FEB01065816-M1BS-014858748010_01_P002,88.86327894,M18A7BE100,01FEB19WV020500019FEB01065816-M1BS-014858748010_01_P002,VNIR: 103001008A7BE100,WV02,2019-02-01T06:58:16Z,0,"AE_R001_0121, AE_R001_0165"
19FEB01132159-P1BS-502862487010_01_P001,213.6609145,P1481E5800,01FEB19WV031000019FEB01132159-P1BS-502862487010_01_P001         AAE 0AAAAABPABS0,VNIR: 10400100481E5800,WV03,2019-02-01T13:21:59Z,0,BR_Rxxx_0070
19FEB01215016-P1BS-014482335010_01_P001,375.589007,P180010700,01FEB19WV011500019FEB01215016-P1BS-014482335010_01_P001,VNIR: 1020010080010700,WV01,2019-02-01T21:50:16Z,22,
19FEB02133729-P1BS-014890113010_01_P001,206.123881,P146B20C00,02FEB19WV031000019FEB02133729-P1BS-014890113010_01_P001,"VNIR: 1040010046B20C00, SWIR: 104A010046B20C00",WV03,2019-02-02T13:37:29Z,0,"BR_R005_0003, BR_R005_0034, BR_R005_0123, BR_R005_0143"
19FEB02133729-M1BS-014890113010_01_P001,206.5780646,M146B20C00,02FEB19WV031000019FEB02133729-M1BS-014890113010_01_P001,"VNIR: 1040010046B20C00, SWIR: 104A010046B20C00",WV03,2019-02-02T13:37:29Z,0,"BR_R005_0036, BR_R005_0037, BR_R005_0052"
19FEB02133730-A1BS-014890117010_01_P001,743.0812085,A146B20C00,02FEB19WV031000019FEB02133730-A1BS-014890117010_01_P001,"SWIR: 104A010046B20C00, VNIR: 1040010046B20C00",WV03,2019-02-02T13:37:30Z,1,
19FEB02133731-P1BS-014890113010_01_P002,220.7049685,P146B20C00,02FEB19WV031000019FEB02133731-P1BS-014890113010_01_P002,"VNIR: 1040010046B20C00, SWIR: 104A010046B20C00",WV03,2019-02-02T13:37:31Z,1,BR_R005_0046
19FEB02133731-M1BS-014890113010_01_P002,220.9601598,M146B20C00,02FEB19WV031000019FEB02133731-M1BS-014890113010_01_P002,"VNIR: 1040010046B20C00, SWIR: 104A010046B20C00",WV03,2019-02-02T13:37:31Z,1,
19FEB04113421-P1BS-014905725010_01_P001,343.1977284,P18064A600,04FEB19WV010900019FEB04113421-P1BS-014905725010_01_P001,VNIR: 102001008064A600,WV01,2019-02-04T11:34:21Z,44,
19FEB06103418-P1BS-011643940010_01_P001,151.0965676,P17F4E5E00,06FEB19WV010800019FEB06103418-P1BS-011643940010_01_P001,DigitalGlobe Acquired Image,WV01,2019-02-06T10:34:18Z,0,"BH_R001_0002, BH_R001_0010, BH_R001_0015, BH_R001_0021, BH_R001_0032, BH_R001_0033, BH_R001_0046, BH_R001_0050, BH_R001_0058"
19FEB07192806-P1BS-014461016010_01_P001,216.4127,P148B7B500,07FEB19WV031400019FEB07192806-P1BS-014461016010_01_P001,"VNIR: 1040010048B7B500, SWIR: 104A010048B7B500",WV03,2019-02-07T19:28:06Z,0,"US_R004_0027, US_R004_0102"
19FEB07192806-M1BS-014461016010_01_P001,217.0710809,M148B7B500,07FEB19WV031400019FEB07192806-M1BS-014461016010_01_P001,"VNIR: 1040010048B7B500, SWIR: 104A010048B7B500",WV03,2019-02-07T19:28:06Z,0,"US_R004_0012, US_R004_0023"
19FEB07192806-A1BS-014461069010_01_P001,387.5624705,A148B7B500,07FEB19WV031400019FEB07192806-A1BS-014461069010_01_P001,"SWIR: 104A010048B7B500, VNIR: 1040010048B7B500",WV03,2019-02-07T19:28:06Z,0,
19FEB07192807-P1BS-014461016010_01_P002,233.157345,P148B7B500,07FEB19WV031400019FEB07192807-P1BS-014461016010_01_P002,"VNIR: 1040010048B7B500, SWIR: 104A010048B7B500",WV03,2019-02-07T19:28:07Z,0,US_R004_0017
19FEB07192807-M1BS-014461016010_01_P002,233.665705,M148B7B500,07FEB19WV031400019FEB07192807-M1BS-014461016010_01_P002,"VNIR: 1040010048B7B500, SWIR: 104A010048B7B500",WV03,2019-02-07T19:28:07Z,0,"US_R004_0040, US_R004_0050"
19FEB07192808-P1BS-014461016010_01_P003,234.6646218,P148B7B500,07FEB19WV031400019FEB07192808-P1BS-014461016010_01_P003,"VNIR: 1040010048B7B500, SWIR: 104A010048B7B500",WV03,2019-02-07T19:28:08Z,0,"US_R004_0061, US_R004_0068"
19FEB07192808-M1BS-014461016010_01_P003,235.3772726,M148B7B500,07FEB19WV031400019FEB07192808-M1BS-014461016010_01_P003,"VNIR: 1040010048B7B500, SWIR: 104A010048B7B500",WV03,2019-02-07T19:28:08Z,0,
19FEB07192901-P1BS-014461028010_01_P001,236.9480728,P147B35C00,07FEB19WV031400019FEB07192901-P1BS-014461028010_01_P001,"VNIR: 1040010047B35C00, SWIR: 104A010047B35C00",WV03,2019-02-07T19:29:01Z,0,US_R004_0101
19FEB07192901-M1BS-014461028010_01_P001,237.2929496,M147B35C00,07FEB19WV031400019FEB07192901-M1BS-014461028010_01_P001,"VNIR: 1040010047B35C00, SWIR: 104A010047B35C00",WV03,2019-02-07T19:29:01Z,0,"US_R004_0009, US_R004_0022"
19FEB07192901-A1BS-014461068010_01_P001,427.5258678,A147B35C00,07FEB19WV031400019FEB07192901-A1BS-014461068010_01_P001,"SWIR: 104A010047B35C00, VNIR: 1040010047B35C00",WV03,2019-02-07T19:29:01Z,0,
19FEB07192902-P1BS-014461028010_01_P002,261.0501122,P147B35C00,07FEB19WV031400019FEB07192902-P1BS-014461028010_01_P002,"VNIR: 1040010047B35C00, SWIR: 104A010047B35C00",WV03,2019-02-07T19:29:02Z,0,US_R004_0060
19FEB07192902-M1BS-014461028010_01_P002,261.7671625,M147B35C00,07FEB19WV031400019FEB07192902-M1BS-014461028010_01_P002,"VNIR: 1040010047B35C00, SWIR: 104A010047B35C00",WV03,2019-02-07T19:29:02Z,0,"US_R004_0028, US_R004_0066"
19FEB07192903-P1BS-014461028010_01_P003,259.9339265,P147B35C00,07FEB19WV031400019FEB07192903-P1BS-014461028010_01_P003,"VNIR: 1040010047B35C00, SWIR: 104A010047B35C00",WV03,2019-02-07T19:29:03Z,0,US_R004_0067
19FEB07192903-M1BS-014461028010_01_P003,260.649854,M147B35C00,07FEB19WV031400019FEB07192903-M1BS-014461028010_01_P003,"VNIR: 1040010047B35C00, SWIR: 104A010047B35C00",WV03,2019-02-07T19:29:03Z,0,US_R004_0057
19FEB08150751-P1BS-015956908010_01_P001,199.6023157,P148542300,08FEB19WV031000019FEB08150751-P1BS-015956908010_01_P001,VNIR: 1040010048542300,WV03,2019-02-08T15:07:51Z,2,
19FEB08150751-M1BS-015956908010_01_P001,200.0472029,M148542300,08FEB19WV031000019FEB08150751-M1BS-015956908010_01_P001,VNIR: 1040010048542300,WV03,2019-02-08T15:07:51Z,2,
19FEB08150753-P1BS-015956908010_01_P002,59.50084286,P148542300,08FEB19WV031000019FEB08150753-P1BS-015956908010_01_P002,VNIR: 1040010048542300,WV03,2019-02-08T15:07:53Z,0,
19FEB08150753-M1BS-015956908010_01_P002,59.6415411,M148542300,08FEB19WV031000019FEB08150753-M1BS-015956908010_01_P002,VNIR: 1040010048542300,WV03,2019-02-08T15:07:53Z,0,
19FEB09070405-P1BS-502859390010_01_P001,241.1755718,P18C268A00,09FEB19WV020600019FEB09070405-P1BS-502859390010_01_P001         AAE 0AAAAABIABA0,VNIR: 103001008C268A00,WV02,2019-02-09T07:04:05Z,0,"AE_R001_0158, AE_R001_0184, AE_R001_0186"
19FEB09070405-P1BS-502853969010_01_P001,241.1755718,P18C268A00,09FEB19WV020600019FEB09070405-P1BS-502853969010_01_P001         AAE 0AAAAABIABA0,VNIR: 103001008C268A00,WV02,2019-02-09T07:04:05Z,0,"AE_R001_0176, AE_R001_0177, AE_R001_0188"
19FEB09070405-M1BS-502859390010_01_P001,242.044245,M18C268A00,09FEB19WV020600019FEB09070405-M1BS-502859390010_01_P001         GA E0AAAAAAIAAG0,VNIR: 103001008C268A00,WV02,2019-02-09T07:04:05Z,0,"AE_R001_0062, AE_R001_0179, AE_R001_0192"
19FEB09184312-P1BS-014895149010_01_P004,292.4988957,P18A866600,09FEB19WV021300019FEB09184312-P1BS-014895149010_01_P004,VNIR: 103001008A866600,WV02,2019-02-09T18:43:12Z,2,
19FEB09184312-P1BS-014480782010_01_P004,257.536364,P18A866600,09FEB19WV021300019FEB09184312-P1BS-014480782010_01_P004,VNIR: 103001008A866600,WV02,2019-02-09T18:43:12Z,9,
19FEB09184312-M1BS-014895149010_01_P004,293.3854678,M18A866600,09FEB19WV021300019FEB09184312-M1BS-014895149010_01_P004,VNIR: 103001008A866600,WV02,2019-02-09T18:43:12Z,2,
19FEB09184312-M1BS-014480782010_01_P004,258.0381745,M18A866600,09FEB19WV021300019FEB09184312-M1BS-014480782010_01_P004,VNIR: 103001008A866600,WV02,2019-02-09T18:43:12Z,9,
19FEB09184313-P1BS-014480782010_01_P005,256.2800051,P18A866600,09FEB19WV021300019FEB09184313-P1BS-014480782010_01_P005,VNIR: 103001008A866600,WV02,2019-02-09T18:43:13Z,1,
19FEB09184313-M1BS-014480782010_01_P005,256.8593128,M18A866600,09FEB19WV021300019FEB09184313-M1BS-014480782010_01_P005,VNIR: 103001008A866600,WV02,2019-02-09T18:43:13Z,1,
19FEB09184326-P1BS-014895150010_01_P002,286.3701527,P18B8A0C00,09FEB19WV021300019FEB09184326-P1BS-014895150010_01_P002,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:26Z,17,
19FEB09184326-M1BS-014895150010_01_P002,287.2284703,M18B8A0C00,09FEB19WV021300019FEB09184326-M1BS-014895150010_01_P002,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:26Z,17,
19FEB09184327-P1BS-014895150010_01_P003,293.9065822,P18B8A0C00,09FEB19WV021300019FEB09184327-P1BS-014895150010_01_P003,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:27Z,13,
19FEB09184327-P1BS-014480779010_01_P003,255.0886102,P18B8A0C00,09FEB19WV021300019FEB09184327-P1BS-014480779010_01_P003,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:27Z,19,
19FEB09184327-M1BS-014895150010_01_P003,294.493438,M18B8A0C00,09FEB19WV021300019FEB09184327-M1BS-014895150010_01_P003,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:27Z,13,
19FEB09184327-M1BS-014480779010_01_P003,255.649964,M18B8A0C00,09FEB19WV021300019FEB09184327-M1BS-014480779010_01_P003,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:27Z,19,
19FEB09184328-P1BS-014895150010_01_P004,301.3345581,P18B8A0C00,09FEB19WV021300019FEB09184328-P1BS-014895150010_01_P004,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:28Z,6,
19FEB09184328-P1BS-014480779010_01_P004,260.0841723,P18B8A0C00,09FEB19WV021300019FEB09184328-P1BS-014480779010_01_P004,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:28Z,8,
19FEB09184328-M1BS-014895150010_01_P004,301.9310193,M18B8A0C00,09FEB19WV021300019FEB09184328-M1BS-014895150010_01_P004,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:28Z,6,
19FEB09184328-M1BS-014480779010_01_P004,260.8538372,M18B8A0C00,09FEB19WV021300019FEB09184328-M1BS-014480779010_01_P004,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:28Z,8,
19FEB09184329-P1BS-014480779010_01_P005,265.715136,P18B8A0C00,09FEB19WV021300019FEB09184329-P1BS-014480779010_01_P005,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:29Z,5,
19FEB09184329-M1BS-014480779010_01_P005,266.4979176,M18B8A0C00,09FEB19WV021300019FEB09184329-M1BS-014480779010_01_P005,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:29Z,5,
19FEB09184330-P1BS-014895150010_01_P005,308.5984741,P18B8A0C00,09FEB19WV021300019FEB09184330-P1BS-014895150010_01_P005,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:30Z,26,
19FEB09184330-P1BS-014480779010_01_P006,271.4485466,P18B8A0C00,09FEB19WV021300019FEB09184330-P1BS-014480779010_01_P006,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:30Z,30,
19FEB09184330-M1BS-014895150010_01_P005,309.3909813,M18B8A0C00,09FEB19WV021300019FEB09184330-M1BS-014895150010_01_P005,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:30Z,26,
19FEB09184330-M1BS-014480779010_01_P006,272.0837128,M18B8A0C00,09FEB19WV021300019FEB09184330-M1BS-014480779010_01_P006,VNIR: 103001008B8A0C00,WV02,2019-02-09T18:43:30Z,30,
19FEB10132209-P1BS-014890101010_01_P003,308.5370305,P18A9DAC00,10FEB19WV021000019FEB10132209-P1BS-014890101010_01_P003,VNIR: 103001008A9DAC00,WV02,2019-02-10T13:22:09Z,2,
19FEB10132209-M1BS-014890101010_01_P003,309.528905,M18A9DAC00,10FEB19WV021000019FEB10132209-M1BS-014890101010_01_P003,VNIR: 103001008A9DAC00,WV02,2019-02-10T13:22:09Z,2,
19FEB10132210-P1BS-014890101010_01_P004,304.428841,P18A9DAC00,10FEB19WV021000019FEB10132210-P1BS-014890101010_01_P004,VNIR: 103001008A9DAC00,WV02,2019-02-10T13:22:10Z,3,"BR_R005_0068, BR_R005_0072, BR_R005_0085"
19FEB10132210-P1BS-014862826010_01_P004,304.428841,P18A9DAC00,10FEB19WV021000019FEB10132210-P1BS-014862826010_01_P004,VNIR: 103001008A9DAC00,WV02,2019-02-10T13:22:10Z,3,"BR_R005_0053, BR_R005_0073, BR_R005_0088, BR_R005_0104, BR_R005_0123"
19FEB10132210-M1BS-014890101010_01_P004,305.1219137,M18A9DAC00,10FEB19WV021000019FEB10132210-M1BS-014890101010_01_P004,VNIR: 103001008A9DAC00,WV02,2019-02-10T13:22:10Z,3,"BR_R005_0003, BR_R005_0103, BR_R005_0111"
