id,area_kmsq,s2:product_uri,s2:granule_id,platform,constellation,datetime,eo:cloud_cover,annotated_sites
S2B_15TTG_20200303_1_L2A,5917.893639,S2B_MSIL2A_20200303T172119_N0500_R012_T15TTG_20230513T054932.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230513T054932_A015625_T15TTG_N05.00,sentinel-2b,sentinel-2,2020-03-03T17:32:05.659000Z,0.015401,
S2B_15TTG_20200303_0_L1C,5954.631245,,,sentinel-2b,sentinel-2,2020-03-03T17:32:05Z,0,
S2B_14TQM_20200303_0_L1C,5684.476432,,,sentinel-2b,sentinel-2,2020-03-03T17:32:05Z,0,
S2B_14TPM_20200303_0_L2A,12057.82812,S2B_MSIL2A_20200303T172119_N0214_R012_T14TPM_20200303T214050.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200303T214050_A015625_T14TPM_N02.14,sentinel-2b,sentinel-2,2020-03-03T17:32:09.219000Z,2.159482,
S2B_14TPM_20200303_1_L2A,12057.82812,S2B_MSIL2A_20200303T172119_N0500_R012_T14TPM_20230513T054932.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230513T054932_A015625_T14TPM_N05.00,sentinel-2b,sentinel-2,2020-03-03T17:32:09.221000Z,2.375404,
S2B_14TPM_20200303_0_L1C,12057.82812,,,sentinel-2b,sentinel-2,2020-03-03T17:32:09Z,0.53,
S2B_15TTF_20200303_1_L2A,2436.116795,S2B_MSIL2A_20200303T172119_N0500_R012_T15TTF_20230513T054932.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230513T054932_A015625_T15TTF_N05.00,sentinel-2b,sentinel-2,2020-03-03T17:32:18.561000Z,0.082098,
S2B_15TTF_20200303_0_L2A,2468.841285,S2B_MSIL2A_20200303T172119_N0214_R012_T15TTF_20200303T214050.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200303T214050_A015625_T15TTF_N02.14,sentinel-2b,sentinel-2,2020-03-03T17:32:18.562000Z,0.131022,
S2B_15TTF_20200303_0_L1C,2468.841285,,,sentinel-2b,sentinel-2,2020-03-03T17:32:18Z,0,
S2B_14TQL_20200303_0_L2A,3019.627984,S2B_MSIL2A_20200303T172119_N0214_R012_T14TQL_20200303T214050.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200303T214050_A015625_T14TQL_N02.14,sentinel-2b,sentinel-2,2020-03-03T17:32:19.137000Z,0.120662,
S2B_14TQL_20200303_1_L2A,2984.22621,S2B_MSIL2A_20200303T172119_N0500_R012_T14TQL_20230513T054932.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230513T054932_A015625_T14TQL_N05.00,sentinel-2b,sentinel-2,2020-03-03T17:32:19.138000Z,0.077219,
S2B_14TQL_20200303_0_L1C,3019.627984,,,sentinel-2b,sentinel-2,2020-03-03T17:32:19Z,0,
S2B_14TPL_20200303_0_L2A,12057.8266,S2B_MSIL2A_20200303T172119_N0214_R012_T14TPL_20200303T214050.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200303T214050_A015625_T14TPL_N02.14,sentinel-2b,sentinel-2,2020-03-03T17:32:23.561000Z,0.173679,
S2B_14TPL_20200303_1_L2A,12057.8266,S2B_MSIL2A_20200303T172119_N0500_R012_T14TPL_20230513T054932.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230513T054932_A015625_T14TPL_N05.00,sentinel-2b,sentinel-2,2020-03-03T17:32:23.562000Z,0.024585,
S2B_14TPL_20200303_0_L1C,12057.8266,,,sentinel-2b,sentinel-2,2020-03-03T17:32:23Z,0,
S2B_40RCN_20200304_1_L2A,12058.67734,S2B_MSIL2A_20200304T064749_N0500_R020_T40RCN_20230417T090921.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230417T090921_A015633_T40RCN_N05.00,sentinel-2b,sentinel-2,2020-03-04T07:02:38.928000Z,20.362788,
S2B_40RCN_20200304_0_L2A,12058.67734,S2B_MSIL2A_20200304T064749_N0214_R020_T40RCN_20200304T113926.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200304T113926_A015633_T40RCN_N02.14,sentinel-2b,sentinel-2,2020-03-04T07:02:38.928000Z,15.56556,"AE_R001_0142, AE_R001_0179, AE_R001_0373"
S2B_40RCN_20200304_0_L1C,12058.67734,,,sentinel-2b,sentinel-2,2020-03-04T07:02:38Z,4.63,
S2B_40RBN_20200304_0_L2A,8615.378789,S2B_MSIL2A_20200304T064749_N0214_R020_T40RBN_20200304T113926.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200304T113926_A015633_T40RBN_N02.14,sentinel-2b,sentinel-2,2020-03-04T07:02:42.268000Z,32.26212,AE_R001_0348
S2B_40RBN_20200304_1_L2A,8558.340563,S2B_MSIL2A_20200304T064749_N0500_R020_T40RBN_20230417T090921.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230417T090921_A015633_T40RBN_N05.00,sentinel-2b,sentinel-2,2020-03-04T07:02:42.269000Z,39.147955,
S2B_39RZH_20200304_0_L2A,7904.947776,S2B_MSIL2A_20200304T064749_N0214_R020_T39RZH_20200304T113926.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200304T113926_A015633_T39RZH_N02.14,sentinel-2b,sentinel-2,2020-03-04T07:02:42.798000Z,32.994939,
S2B_39RZH_20200304_1_L2A,7850.159929,S2B_MSIL2A_20200304T064749_N0500_R020_T39RZH_20230417T090921.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230417T090921_A015633_T39RZH_N05.00,sentinel-2b,sentinel-2,2020-03-04T07:02:42.799000Z,40.041602,
S2B_40RBN_20200304_0_L1C,8615.378789,,,sentinel-2b,sentinel-2,2020-03-04T07:02:42Z,13.15,
S2B_39RZH_20200304_0_L1C,7904.947776,,,sentinel-2b,sentinel-2,2020-03-04T07:02:42Z,13.56,
S2A_23KPR_20200304_0_L2A,12057.79824,S2A_MSIL2A_20200304T130241_N0214_R095_T23KPR_20200304T151232.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200304T151232_A024545_T23KPR_N02.14,sentinel-2a,sentinel-2,2020-03-04T13:08:17.751000Z,93.218716,
S2A_23KPR_20200304_1_L2A,12057.79824,S2A_MSIL2A_20200304T130241_N0500_R095_T23KPR_20230410T165818.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230410T165818_A024545_T23KPR_N05.00,sentinel-2a,sentinel-2,2020-03-04T13:08:17.752000Z,95.453745,
S2A_23KPR_20200304_0_L1C,12057.79824,,,sentinel-2a,sentinel-2,2020-03-04T13:08:17Z,90.92,
S2A_23KNR_20200304_0_L2A,6698.568735,S2A_MSIL2A_20200304T130241_N0214_R095_T23KNR_20200304T151232.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200304T151232_A024545_T23KNR_N02.14,sentinel-2a,sentinel-2,2020-03-04T13:08:20.866000Z,79.727239,
S2A_23KNR_20200304_1_L2A,6689.424493,S2A_MSIL2A_20200304T130241_N0500_R095_T23KNR_20230410T165818.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230410T165818_A024545_T23KNR_N05.00,sentinel-2a,sentinel-2,2020-03-04T13:08:20.868000Z,86.797631,
S2A_23KNR_20200304_0_L1C,6711.659179,,,sentinel-2a,sentinel-2,2020-03-04T13:08:20Z,79.27,
S2A_23KPQ_20200304_0_L2A,12057.79934,S2A_MSIL2A_20200304T130241_N0214_R095_T23KPQ_20200304T151232.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200304T151232_A024545_T23KPQ_N02.14,sentinel-2a,sentinel-2,2020-03-04T13:08:32.217000Z,73.447154,
S2A_23KPQ_20200304_1_L2A,12057.79934,S2A_MSIL2A_20200304T130241_N0500_R095_T23KPQ_20230410T165818.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230410T165818_A024545_T23KPQ_N05.00,sentinel-2a,sentinel-2,2020-03-04T13:08:32.218000Z,76.377469,
S2A_23KPQ_20200304_0_L1C,12057.79934,,,sentinel-2a,sentinel-2,2020-03-04T13:08:32Z,63.79,
S2A_23KNQ_20200304_0_L2A,9364.540733,S2A_MSIL2A_20200304T130241_N0214_R095_T23KNQ_20200304T151232.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200304T151232_A024545_T23KNQ_N02.14,sentinel-2a,sentinel-2,2020-03-04T13:08:35.689000Z,73.01246,
S2A_23KNQ_20200304_1_L2A,9349.980851,S2A_MSIL2A_20200304T130241_N0500_R095_T23KNQ_20230410T165818.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230410T165818_A024545_T23KNQ_N05.00,sentinel-2a,sentinel-2,2020-03-04T13:08:35.690000Z,73.938555,
S2A_23KNQ_20200304_0_L1C,9384.829209,,,sentinel-2a,sentinel-2,2020-03-04T13:08:35Z,68.41,
S2A_17RMP_20200304_1_L2A,12064.34508,S2A_MSIL2A_20200304T160131_N0500_R097_T17RMP_20230630T135159.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230630T135159_A024547_T17RMP_N05.00,sentinel-2a,sentinel-2,2020-03-04T16:14:55.827000Z,57.396269,
S2A_17RMP_20200304_0_L2A,12064.34508,S2A_MSIL2A_20200304T160131_N0214_R097_T17RMP_20200304T202633.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200304T202633_A024547_T17RMP_N02.14,sentinel-2a,sentinel-2,2020-03-04T16:14:55.827000Z,57.011608,
S2A_17RMP_20200304_0_L1C,12064.34508,,,sentinel-2a,sentinel-2,2020-03-04T16:14:55Z,51.72,
S2B_11SLT_20200304_1_L2A,12058.68898,S2B_MSIL2A_20200304T183239_N0500_R027_T11SLT_20230409T145414.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230409T145414_A015640_T11SLT_N05.00,sentinel-2b,sentinel-2,2020-03-04T18:45:00.735000Z,22.713494,
S2B_11SLT_20200304_0_L2A,12058.68898,S2B_MSIL2A_20200304T183239_N0214_R027_T11SLT_20200304T230502.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200304T230502_A015640_T11SLT_N02.14,sentinel-2b,sentinel-2,2020-03-04T18:45:00.736000Z,22.407208,
S2B_11SLT_20200304_0_L1C,12058.68898,,,sentinel-2b,sentinel-2,2020-03-04T18:45:00Z,11.45,
S2B_59GPM_20200304_0_L2A,12057.83131,S2B_MSIL2A_20200304T222539_N0214_R029_T59GPM_20200305T000246.SAFE,S2B_OPER_MSI_L2A_TL_MPS__20200305T000246_A015642_T59GPM_N02.14,sentinel-2b,sentinel-2,2020-03-04T22:28:15.367000Z,0.106695,"NZ_R001_0006, NZ_R001_0057, NZ_R001_0060, NZ_R002_0008, NZ_R002_0017, NZ_R002_0026, NZ_R002_0063, NZ_R002_0080"
S2B_59GPM_20200304_1_L2A,12057.83131,S2B_MSIL2A_20200304T222539_N0500_R029_T59GPM_20230420T101828.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230420T101828_A015642_T59GPM_N05.00,sentinel-2b,sentinel-2,2020-03-04T22:28:15.368000Z,0.09558,
S2B_59GPM_20200304_0_L1C,12057.83131,,,sentinel-2b,sentinel-2,2020-03-04T22:28:15Z,0.01,
S2A_52SEG_20200305_0_L2A,12064.05682,S2A_MSIL2A_20200305T020651_N0214_R103_T52SEG_20200305T051217.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20200305T051217_A024553_T52SEG_N02.14,sentinel-2a,sentinel-2,2020-03-05T02:17:04.755000Z,10.125155,"KR_R003_0000, KR_R003_0002, KR_R003_0003, KR_R003_0005, KR_R003_0007, KR_R003_0026, KR_Rxxx_0030"
S2A_52SEG_20200305_1_L2A,12064.05682,S2A_MSIL2A_20200305T020651_N0500_R103_T52SEG_20230628T022510.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230628T022510_A024553_T52SEG_N05.00,sentinel-2a,sentinel-2,2020-03-05T02:17:04.757000Z,11.597971,
S2A_52SEG_20200305_0_L1C,12064.05682,,,sentinel-2a,sentinel-2,2020-03-05T02:17:04Z,4.13,
S2A_52SDG_20200305_0_L2A,9557.327632,S2A_MSIL2A_20200305T020651_N0214_R103_T52SDG_20200305T051217.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20200305T051217_A024553_T52SDG_N02.14,sentinel-2a,sentinel-2,2020-03-05T02:17:08.200000Z,8.768711,"KR_R002_0019, KR_R002_0031, KR_R002_0139, KR_R003_0008, KR_Rxxx_0017, KR_Rxxx_0018, KR_Rxxx_0021"
S2A_52SDG_20200305_1_L2A,9541.625347,S2A_MSIL2A_20200305T020651_N0500_R103_T52SDG_20230628T022510.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230628T022510_A024553_T52SDG_N05.00,sentinel-2a,sentinel-2,2020-03-05T02:17:08.203000Z,6.084691,
S2A_52SDG_20200305_0_L1C,9564.163751,,,sentinel-2a,sentinel-2,2020-03-05T02:17:08Z,4.19,
S2A_39RVK_20200305_0_L2A,12064.34445,S2A_MSIL2A_20200305T070751_N0214_R106_T39RVK_20200305T095656.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200305T095656_A024556_T39RVK_N02.14,sentinel-2a,sentinel-2,2020-03-05T07:22:16.103000Z,4.450493,"BH_R001_0015, BH_R001_0021, BH_R001_0025, BH_R001_0027"
S2A_39RVK_20200305_1_L2A,12064.34445,S2A_MSIL2A_20200305T070751_N0500_R106_T39RVK_20230609T121541.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230609T121541_A024556_T39RVK_N05.00,sentinel-2a,sentinel-2,2020-03-05T07:22:16.104000Z,0.40751,
S2A_39RVK_20200305_0_L1C,12064.34445,,,sentinel-2a,sentinel-2,2020-03-05T07:22:16Z,0.15,
S2B_35HLC_20200305_1_L2A,11395.92759,S2B_MSIL2A_20200305T075809_N0500_R035_T35HLC_20230516T163121.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230516T163121_A015648_T35HLC_N05.00,sentinel-2b,sentinel-2,2020-03-05T08:29:36.123000Z,9.906528,
S2B_35HLC_20200305_0_L2A,11430.50117,S2B_MSIL2A_20200305T075809_N0214_R035_T35HLC_20200305T122338.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20200305T122338_A015648_T35HLC_N02.14,sentinel-2b,sentinel-2,2020-03-05T08:29:36.123000Z,8.150278,ZA_R001_0024
S2B_35HLC_20200305_0_L1C,11430.50117,,,sentinel-2b,sentinel-2,2020-03-05T08:29:36Z,2.02,
S2B_35ULB_20200305_1_L2A,12058.72029,S2B_MSIL2A_20200305T094029_N0500_R036_T35ULB_20230410T204708.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230410T204708_A015649_T35ULB_N05.00,sentinel-2b,sentinel-2,2020-03-05T09:45:03.403000Z,79.843986,
S2B_35ULB_20200305_0_L2A,12058.72029,S2B_MSIL2A_20200305T094029_N0214_R036_T35ULB_20200305T124128.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200305T124128_A015649_T35ULB_N02.14,sentinel-2b,sentinel-2,2020-03-05T09:45:03.404000Z,71.795684,
S2B_35ULB_20200305_0_L1C,12058.72029,,,sentinel-2b,sentinel-2,2020-03-05T09:45:03Z,64.14,
S2B_34UFG_20200305_0_L2A,12057.85022,S2B_MSIL2A_20200305T094029_N0214_R036_T34UFG_20200305T124128.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200305T124128_A015649_T34UFG_N02.14,sentinel-2b,sentinel-2,2020-03-05T09:45:07.053000Z,21.998155,
S2B_34UFG_20200305_1_L2A,12057.85022,S2B_MSIL2A_20200305T094029_N0500_R036_T34UFG_20230410T204708.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230410T204708_A015649_T34UFG_N05.00,sentinel-2b,sentinel-2,2020-03-05T09:45:07.054000Z,33.54395,
S2B_34UFG_20200305_0_L1C,12057.85022,,,sentinel-2b,sentinel-2,2020-03-05T09:45:07Z,15.5,
S2B_35ULA_20200305_0_L2A,11860.57456,S2B_MSIL2A_20200305T094029_N0214_R036_T35ULA_20200305T124128.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200305T124128_A015649_T35ULA_N02.14,sentinel-2b,sentinel-2,2020-03-05T09:45:17.152000Z,72.956116,
S2B_35ULA_20200305_1_L2A,11840.09848,S2B_MSIL2A_20200305T094029_N0500_R036_T35ULA_20230410T204708.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230410T204708_A015649_T35ULA_N05.00,sentinel-2b,sentinel-2,2020-03-05T09:45:17.153000Z,82.397747,
S2B_35ULA_20200305_0_L1C,11860.57456,,,sentinel-2b,sentinel-2,2020-03-05T09:45:17Z,64.08,
S2B_34UFF_20200305_0_L2A,12057.84885,S2B_MSIL2A_20200305T094029_N0214_R036_T34UFF_20200305T124128.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20200305T124128_A015649_T34UFF_N02.14,sentinel-2b,sentinel-2,2020-03-05T09:45:21.516000Z,19.593609,
S2B_34UFF_20200305_1_L2A,12057.84885,S2B_MSIL2A_20200305T094029_N0500_R036_T34UFF_20230410T204708.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230410T204708_A015649_T34UFF_N05.00,sentinel-2b,sentinel-2,2020-03-05T09:45:21.518000Z,29.960054,
S2B_34UFF_20200305_0_L1C,12057.84885,,,sentinel-2b,sentinel-2,2020-03-05T09:45:21Z,13.42,
S2A_32TMT_20200305_0_L2A,12064.34851,S2A_MSIL2A_20200305T103021_N0214_R108_T32TMT_20200305T132101.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200305T132101_A024558_T32TMT_N02.14,sentinel-2a,sentinel-2,2020-03-05T10:37:41.586000Z,99.997049,
S2A_32TMT_20200305_1_L2A,12064.34851,S2A_MSIL2A_20200305T103021_N0500_R108_T32TMT_20230630T022413.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230630T022413_A024558_T32TMT_N05.00,sentinel-2a,sentinel-2,2020-03-05T10:37:41.587000Z,99.9852,
S2A_32TLT_20200305_0_L2A,12058.70883,S2A_MSIL2A_20200305T103021_N0214_R108_T32TLT_20200305T132101.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200305T132101_A024558_T32TLT_N02.14,sentinel-2a,sentinel-2,2020-03-05T10:37:45.902000Z,99.988078,
S2A_32TLT_20200305_1_L2A,12058.70883,S2A_MSIL2A_20200305T103021_N0500_R108_T32TLT_20230630T022413.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230630T022413_A024558_T32TLT_N05.00,sentinel-2a,sentinel-2,2020-03-05T10:37:45.903000Z,99.997723,
S2A_32TLS_20200305_1_L2A,12058.70749,S2A_MSIL2A_20200305T103021_N0500_R108_T32TLS_20230630T022413.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20230630T022413_A024558_T32TLS_N05.00,sentinel-2a,sentinel-2,2020-03-05T10:38:00.217000Z,99.964643,
S2A_32TLS_20200305_0_L2A,12058.70749,S2A_MSIL2A_20200305T103021_N0214_R108_T32TLS_20200305T132101.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20200305T132101_A024558_T32TLS_N02.14,sentinel-2a,sentinel-2,2020-03-05T10:38:00.217000Z,96.600222,
S2B_23KLQ_20200305_1_L2A,1282.168818,S2B_MSIL2A_20200305T132229_N0500_R038_T23KLQ_20230411T002833.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230411T002833_A015651_T23KLQ_N05.00,sentinel-2b,sentinel-2,2020-03-05T13:28:32.994000Z,0.070396,
S2B_23KLQ_20200305_0_L2A,1310.397392,S2B_MSIL2A_20200305T132229_N0214_R038_T23KLQ_20200305T144917.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T144917_A015651_T23KLQ_N02.14,sentinel-2b,sentinel-2,2020-03-05T13:28:33.004000Z,0.236511,
S2B_23KLQ_20200305_0_L1C,1310.397392,,,sentinel-2b,sentinel-2,2020-03-05T13:28:33Z,0,
S2B_23KKQ_20200305_1_L2A,11820.06766,S2B_MSIL2A_20200305T132229_N0500_R038_T23KKQ_20230411T002833.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230411T002833_A015651_T23KKQ_N05.00,sentinel-2b,sentinel-2,2020-03-05T13:28:38.251000Z,0.112385,
S2B_23KKQ_20200305_0_L2A,11845.38604,S2B_MSIL2A_20200305T132229_N0214_R038_T23KKQ_20200305T144917.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T144917_A015651_T23KKQ_N02.14,sentinel-2b,sentinel-2,2020-03-05T13:28:38.252000Z,0.286907,BR_R006_0034
S2B_22KHV_20200305_1_L2A,12027.47412,S2B_MSIL2A_20200305T132229_N0500_R038_T22KHV_20230411T002833.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230411T002833_A015651_T22KHV_N05.00,sentinel-2b,sentinel-2,2020-03-05T13:28:38.571000Z,0.051579,
S2B_22KHV_20200305_0_L2A,12027.47412,S2B_MSIL2A_20200305T132229_N0214_R038_T22KHV_20200305T144917.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T144917_A015651_T22KHV_N02.14,sentinel-2b,sentinel-2,2020-03-05T13:28:38.571000Z,0.223539,
S2B_23KKQ_20200305_0_L1C,11845.38604,,,sentinel-2b,sentinel-2,2020-03-05T13:28:38Z,0,
S2B_22KHV_20200305_0_L1C,12027.47412,,,sentinel-2b,sentinel-2,2020-03-05T13:28:38Z,0,
S2B_23KLP_20200305_1_L2A,13.39657737,S2B_MSIL2A_20200305T132229_N0500_R038_T23KLP_20230411T002833.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230411T002833_A015651_T23KLP_N05.00,sentinel-2b,sentinel-2,2020-03-05T13:28:42.912000Z,5.851833,
S2B_23KLP_20200305_0_L2A,16.07428065,S2B_MSIL2A_20200305T132229_N0214_R038_T23KLP_20200305T144917.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T144917_A015651_T23KLP_N02.14,sentinel-2b,sentinel-2,2020-03-05T13:28:42.922000Z,4.69649,
S2B_23KLP_20200305_0_L1C,16.07428065,,,sentinel-2b,sentinel-2,2020-03-05T13:28:42Z,0,
S2B_22KHU_20200305_3_L2A,11177.38391,S2B_MSIL2A_20200305T132229_N0500_R038_T22KHU_20230411T002833.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230411T002833_A015651_T22KHU_N05.00,sentinel-2b,sentinel-2,2020-03-05T13:28:52.745000Z,39.923909,
S2B_22KHU_20200305_0_L2A,11197.32099,S2B_MSIL2A_20200305T132229_N0214_R038_T22KHU_20200305T144917.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T144917_A015651_T22KHU_N02.14,sentinel-2b,sentinel-2,2020-03-05T13:28:52.745000Z,30.878741,
S2B_23KKP_20200305_3_L2A,10007.32202,S2B_MSIL2A_20200305T132229_N0500_R038_T23KKP_20230411T002833.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230411T002833_A015651_T23KKP_N05.00,sentinel-2b,sentinel-2,2020-03-05T13:28:52.785000Z,41.426411,
S2B_23KKP_20200305_0_L2A,10039.41387,S2B_MSIL2A_20200305T132229_N0214_R038_T23KKP_20200305T144917.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T144917_A015651_T23KKP_N02.14,sentinel-2b,sentinel-2,2020-03-05T13:28:52.785000Z,32.107056,
S2B_22KHU_20200305_1_L1C,11200.07781,,,sentinel-2b,sentinel-2,2020-03-05T13:28:52Z,21.35,
S2B_23KKP_20200305_0_L1C,10050.59912,,,sentinel-2b,sentinel-2,2020-03-05T13:28:52Z,22.23,
S2B_19KCB_20200305_1_L2A,3666.574082,S2B_MSIL2A_20200305T145729_N0500_R039_T19KCB_20230420T152159.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230420T152159_A015652_T19KCB_N05.00,sentinel-2b,sentinel-2,2020-03-05T15:07:30.640000Z,12.259892,
S2B_19KCB_20200305_0_L2A,3700.541199,S2B_MSIL2A_20200305T145729_N0214_R039_T19KCB_20200305T184646.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20200305T184646_A015652_T19KCB_N02.14,sentinel-2b,sentinel-2,2020-03-05T15:07:30.642000Z,9.217779,
S2B_19KCB_20200305_0_L1C,3725.507205,,,sentinel-2b,sentinel-2,2020-03-05T15:07:30Z,14.36,
S2B_19KBB_20200305_1_L2A,12047.03525,S2B_MSIL2A_20200305T145729_N0500_R039_T19KBB_20230420T152159.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230420T152159_A015652_T19KBB_N05.00,sentinel-2b,sentinel-2,2020-03-05T15:07:34.317000Z,33.67393,
S2B_19KBB_20200305_0_L2A,12047.03525,S2B_MSIL2A_20200305T145729_N0214_R039_T19KBB_20200305T184646.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20200305T184646_A015652_T19KBB_N02.14,sentinel-2b,sentinel-2,2020-03-05T15:07:34.318000Z,36.545026,
S2B_19KBB_20200305_0_L1C,12047.03525,,,sentinel-2b,sentinel-2,2020-03-05T15:07:34Z,34,
S2B_19KCA_20200305_1_L2A,1458.912504,S2B_MSIL2A_20200305T145729_N0500_R039_T19KCA_20230420T152159.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230420T152159_A015652_T19KCA_N05.00,sentinel-2b,sentinel-2,2020-03-05T15:07:43.690000Z,57.683998,
S2B_19KCA_20200305_0_L2A,1488.71865,S2B_MSIL2A_20200305T145729_N0214_R039_T19KCA_20200305T184646.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20200305T184646_A015652_T19KCA_N02.14,sentinel-2b,sentinel-2,2020-03-05T15:07:43.698000Z,59.019459,
S2B_19KCA_20200305_0_L1C,1494.070897,,,sentinel-2b,sentinel-2,2020-03-05T15:07:43Z,61.99,
S2B_19KBA_20200305_0_L2A,11913.02701,S2B_MSIL2A_20200305T145729_N0214_R039_T19KBA_20200305T184646.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20200305T184646_A015652_T19KBA_N02.14,sentinel-2b,sentinel-2,2020-03-05T15:07:48.663000Z,86.447,
S2B_19KBA_20200305_1_L2A,11891.0622,S2B_MSIL2A_20200305T145729_N0500_R039_T19KBA_20230420T152159.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230420T152159_A015652_T19KBA_N05.00,sentinel-2b,sentinel-2,2020-03-05T15:07:48.664000Z,86.421019,
S2B_19KBA_20200305_0_L1C,11915.81528,,,sentinel-2b,sentinel-2,2020-03-05T15:07:48Z,85.24,
S2B_17SKU_20200305_0_L2A,9586.868159,S2B_MSIL2A_20200305T162039_N0214_R040_T17SKU_20200305T203647.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T203647_A015653_T17SKU_N02.14,sentinel-2b,sentinel-2,2020-03-05T16:33:44.541000Z,92.670269,
S2B_17SKU_20200305_1_L2A,9547.354849,S2B_MSIL2A_20200305T162039_N0500_R040_T17SKU_20230620T102528.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230620T102528_A015653_T17SKU_N05.00,sentinel-2b,sentinel-2,2020-03-05T16:33:44.542000Z,99.96413,
S2B_17SKU_20200305_0_L1C,9587.175797,,,sentinel-2b,sentinel-2,2020-03-05T16:33:44Z,99.3,
S2B_16SGD_20200305_1_L2A,12045.64749,S2B_MSIL2A_20200305T162039_N0500_R040_T16SGD_20230620T102528.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20230620T102528_A015653_T16SGD_N05.00,sentinel-2b,sentinel-2,2020-03-05T16:33:46.788000Z,99.959224,
S2B_16SGD_20200305_0_L2A,12045.64749,S2B_MSIL2A_20200305T162039_N0214_R040_T16SGD_20200305T203647.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20200305T203647_A015653_T16SGD_N02.14,sentinel-2b,sentinel-2,2020-03-05T16:33:46.788000Z,95.766955,
